portal_id,opis_code,delo,dates_raw,year_from,year_to,conjectural,material,reproduction
1600,4,0585a,10.08.1928,1928,1928,0,письмо,автограф
1601,4,0586,1.08.1935,1935,1935,0,письмо,автограф
1602,4,0587,7.01.1935,1935,1935,0,письмо,автограф
1603,4,0588,9.06.1925 - 5.08.1925,1925,1925,0,письма,автограф
1604,4,0589,12.05.1926 - 15.06.1926,1926,1926,0,письма,автограф
1605,4,0590,26.01.1933 - 27.04.1935,1933,1935,0,письма,автограф
1606,4,0591,6.05.1935,1935,1935,0,письмо,автограф
1607,4,0592,10.09.1922,1922,1922,0,письмо,автограф
1608,4,0593,25.06.1934,1934,1934,0,письмо,автограф
1609,4,0594,26.03.1921 - 11.01.[1931],1921,1931,1,письма,автограф
1610,4,0595,3.03.1935 - 19.03.1935,1935,1935,0,письма,автограф
1611,4,0596,20.11.1933 - [3.02.1934],1933,1934,1,письма,автограф
1612,4,0597,20.07.1931,1931,1931,0,письмо,автограф
1613,4,0598,20.01.1934 - 5.04.1935,1934,1935,0,письма,автограф
1614,4,0599,20.08.1934,1934,1934,0,письмо,автограф
1615,4,0600,29.04.1935,1935,1935,0,письмо,автограф
1616,4,0601,9.02.1931,1931,1931,0,письмо,автограф
1617,4,0602,28.03.1935,1935,1935,0,письмо,автограф
1618,4,0603,3.05.1932 - 11.07.1934,1932,1934,0,письма,автограф
1619,4,0604,27.08.1934 - 11.09.1934,1934,1934,0,письма,автограф
1620,4,0605,4.01.1934,1934,1934,0,письмо,автограф
1621,4,0606,20.09.1932,1932,1932,0,письмо,автограф
1622,4,0607,26.02.1930 - 21.07.1935,1930,1935,0,письма,автограф
1623,4,0608,18.05.1926,1926,1926,0,письмо,автограф
1624,4,0609,26.04.1935,1935,1935,0,письмо,автограф
1625,4,0610,15.02.1935 - 28.02.1935,1935,1935,0,письмо,автограф
1626,4,0611,23.01.1928,1928,1928,0,письмо,автограф
1627,4,0612,6.01.1931,1931,1931,0,письмо,автограф
1628,4,0613,28.12.1930,1930,1930,0,письмо,автограф
1629,4,0614,10.04.1917 - 29.04.1917,1917,1917,0,письма,автограф
1630,4,0615,20.06.1928 - 27.06.1928,1928,1928,0,письма,автограф
1631,4,0616,29.09.1920,1920,1920,0,письмо,автограф
1632,4,0617,9.07.1934,1934,1934,0,письмо,автограф
1633,4,0618,25.01.1934,1934,1934,0,письмо,автограф
1634,4,0619,5.01.1931 - 17.02.1931,1931,1931,0,письма,автограф
1635,4,0620,3.04.1927,1927,1927,0,письмо,автограф
1636,4,0621,20.03.1932,1932,1932,0,письмо,автограф
1637,4,0622,5.01.1931,1931,1931,0,письмо,автограф
1638,4,0623,4.08.1928,1928,1928,0,письмо,автограф
1639,4,0624,10.02.1933 - 24.04.1934,1933,1934,0,письма,автограф
1640,4,0625,10.07.1932,1932,1932,0,письмо,автограф
1641,4,0626,8.12.1925,1925,1925,0,письмо,автограф
1642,4,0627,2.08.1921,1921,1921,0,письмо,автограф
1643,4,0628,26.07.1927,1927,1927,0,письмо,автограф
1644,4,0629,18.04.1933,1933,1933,0,письмо,автограф
1645,4,0630,19.05.1935,1935,1935,0,письмо,автограф
1646,4,0631,28.06.1935,1935,1935,0,письмо,автограф
1647,4,0632,18.07.1934 - 30.11.1934,1934,1934,0,письмо,автограф
1648,4,0633,5.09.1934 - 17.09.1934,1934,1934,0,письма,автограф
1649,4,0635,18.10.1931 - 15.03.1935,1931,1935,0,письма,автограф
1650,4,0636,20.03.1928 - 23.09.1931,1928,1931,0,письма,автограф
1651,4,0637,14.11.1927,1927,1927,0,письмо,автограф
1652,4,0638,30.03.1928 - 27.01.1935,1928,1935,0,письма,автограф
1653,4,0639,24.05.1927 - 22.11.1930,1927,1930,0,письма,автограф
1654,4,0640,2.07.1932 - 15.09.1932,1932,1932,0,письмо,автограф
1655,4,0641,5.10.1916 - 1.01.1931,1916,1931,0,письма,автограф
1657,4,0642,27.03.1928,1928,1928,0,письмо,автограф
1658,4,0643,6.04.1928 - 29.04.1928,1928,1928,0,письмо,"автограф, машинопись"
1659,4,0644,1934,1934,1934,0,письмо,автограф
1660,4,0645,8.08.1931,1931,1931,0,письмо,автограф
1661,4,0646,27.09.1931,1931,1931,0,письмо,автограф
1662,4,0647,3.11.1934 - 11.03.1935,1934,1935,0,письма,"автограф, машинопись"
1663,4,0648,8.01.1931,1931,1931,0,письмо,автограф
1664,4,0649,17.05.1932,1932,1932,0,письмо,автограф
1665,4,0650,24.08.1921,1921,1921,0,письмо,автограф
1666,4,0651,27.12.1928 - 22.12.1934,1928,1934,0,письмо,автограф
1667,4,0652,27.02.1931 - 26.06.1935,1931,1935,0,письма,"автограф, машинопись"
1668,4,0653,11.12.1933,1933,1933,0,письмо,автограф
1669,4,0654,6.03.1928 - 29.03.1928,1928,1928,0,письма,автограф
1670,4,0655,19.03.1935,1935,1935,0,письмо,автограф
1671,4,0656,30.04.1934,1934,1934,0,письмо,автограф
1672,4,0657,12.08.1931,1931,1931,0,письмо,автограф
1673,4,0658,3.08.1928,1928,1928,0,письмо,автограф
1674,4,0659,29.12.1934,1934,1934,0,письмо,автограф
1675,4,0660,12.12.1921,1921,1921,0,письмо,автограф
1676,4,0661,25.03.1928,1928,1928,0,письма,автограф
1677,4,0662,16.04.1917 - 5.05.1917,1917,1917,0,письма,автограф
1678,4,0663,13.11.1930 - 3.02.1932,1930,1932,0,письма,автограф
1679,4,0664,26.07.1928 - 3.08.1928,1928,1928,0,письма,автограф
1680,4,0665,30.08.1934,1934,1934,0,письмо,автограф
1681,4,0666,3.03.1926,1926,1926,0,письмо,автограф
1682,4,0667,5.01.1931,1931,1931,0,письмо,автограф
1683,4,0668,10.10.1922 - 30.10.1922,1922,1922,0,письма,автограф
1684,4,0669,б/д,,,0,письмо,автограф
1685,4,0670,25.02.1923 - 17.10.1932,1923,1932,0,письма,"автограф, машинопись"
1686,4,0671,11.01.1933 - 2.09.1935,1933,1935,0,письма,автограф
1687,4,0672,7.05.1935,1935,1935,0,письмо,автограф
1688,4,0673,б/д,,,0,письмо,автограф
1689,4,0674,29.11.1927,1927,1927,0,письмо,автограф
1690,4,0675,28.11.1930,1930,1930,0,письмо,автограф
1691,4,0676,13.08.1928 - 31.08.1928,1928,1928,0,письма,автограф
1692,4,0677,4.02.1926 - 9.02.1926,1926,1926,0,письма,автограф
1693,4,0678,19.04.1934 - 25.08.1934,1934,1934,0,письма,автограф
1694,4,0679,23.10.1929 - 2.11.1929,1929,1929,0,письма,автограф
1695,4,0680,9.08.1928,1928,1928,0,письмо,автограф
1696,4,0681,28.05.1928,1928,1928,0,письмо,автограф
1697,4,0682,30.08.1931,1931,1931,0,письма,автограф
1698,4,0683,12.02.1933 - 18.03.1934,1933,1934,0,письма,автограф
1699,4,0684,24.05.1934,1934,1934,0,письмо,автограф
1700,4,0685,13.12.1933,1933,1933,0,письмо,"автограф, машинопись"
1701,4,0686,28.04.1935,1935,1935,0,письмо,автограф
1702,4,0687,16.11.1927 - 2.07.1928,1927,1928,0,письма,автограф
1703,4,0688,23.10.1934,1934,1934,0,письмо,автограф
1704,4,0689,17.06.1919 - 12.07.1934,1919,1934,0,письма,"автограф, машинопись"
1705,4,0690,30.01.1928,1928,1928,0,письмо,автограф
1706,4,0691,8.12.1932,1932,1932,0,письмо,автограф
1707,4,0692,1.12.1922 - 23.08.1923,1922,1923,0,письма,автограф
1708,4,0693,30.11.1934 - 27.12.1934,1934,1934,0,письма,автограф
1709,4,0694,30.08.1930,1930,1930,0,письмо,автограф
1710,4,0695,12.05.1931,1931,1931,0,письмо,машинопись
1711,4,0696,[16.02.1931] - 25.06.1935,1931,1935,1,письма,автограф
1712,4,0697,27.03.1932,1932,1932,0,письмо,автограф
1713,4,0698,22.12.1921 - 4.12.1929,1921,1929,0,письма,"автограф, машинопись"
1714,4,0699,4.12.1931,1931,1931,0,письмо,автограф
1715,4,0700,20.05.1928,1928,1928,0,письмо,автограф
1716,4,0701,12.11.1932,1932,1932,0,письмо,автограф
1717,4,0702,27.08.1934,1934,1934,0,письмо,автограф
1718,4,0703,16.12.1896,1896,1896,0,письма,автограф
1719,4,0704,28.01.1930,1930,1930,0,письмо,автограф
1720,4,0705,10.08.1933,1933,1933,0,письмо,автограф
1721,4,0706,9.04.1919 - 24.06.1919,1919,1919,0,письма,автограф
1722,4,0707,27.08.1931 - 7.04.1932,1931,1932,0,письма,автограф
1723,4,0708,11.06.1930 - 11.09.1934,1930,1934,0,письма,"автограф, машинопись"
1724,4,0709,16.02.1929 - 25.07.1929,1929,1929,0,письма,автограф
1725,4,0710,2.05.1934 - 28.06.1934,1934,1934,0,письма,автограф
1726,4,0711,4.12.1917,1917,1917,0,письмо,машинопись
1727,4,0712,2.04.1934 - 24.08.1935,1934,1935,0,письма,автограф
1728,4,0713,12.02.1933,1933,1933,0,письмо,автограф
1729,4,0714,1.02.1926,1926,1926,0,письмо,автограф
1730,4,0715,7.04.1932 - 3.06.1932,1932,1932,0,письма,автограф
1731,4,0716,27.01.1932 - 3.10.1933,1932,1933,0,письма,автограф
1732,4,0717,15.05.1931,1931,1931,0,письмо,автограф
1733,4,0718,3.03.1934 - 26.05.1934,1934,1934,0,письма,автограф
1734,4,0719,16.02.1926 - 16.07.1927,1926,1927,0,письма,автограф
1735,4,0720,9.07.1931 - 28.08.1934,1931,1934,0,письма,"автограф, машинопись"
1736,4,0721,18.03.1934,1934,1934,0,письмо,"автограф, машинопись"
1737,4,0722,10.09.1933 - 19.09.1933,1933,1933,0,письма,автограф
1738,4,0723,12.08.1934,1934,1934,0,письмо,автограф
1739,4,0724,8.10.1927 - 1.09.1930,1927,1930,0,письма,автограф
1740,4,0725,4.12.1926,1926,1926,0,письмо,машинопись
1741,4,0726,7.04.1935,1935,1935,0,письмо,автограф
1742,4,0727,4.06.1924,1924,1924,0,письмо,автограф
1743,4,0728,21.04.1928 - 27.05.1928,1928,1928,0,письма,автограф
1744,4,0729,15.02.1932,1932,1932,0,письмо,автограф
1745,4,0730,11.07.1928,1928,1928,0,письмо,автограф
1746,4,0731,19.03.1931,1931,1931,0,письмо,автограф
1747,4,0732,22.01.1931,1931,1931,0,письмо,автограф
1748,4,0733,30.09.1916,1916,1916,0,письмо,машинопись
1749,4,0734,8.10.1934,1934,1934,0,письмо,автограф
1750,4,0735,15.10.1934,1934,1934,0,письмо,автограф
1751,4,0736,27.09.1934 - 28.06.1935,1934,1935,0,письма,"автограф, машинопись"
1752,4,0737,15.10.1927,1927,1927,0,письмо,машинопись
1753,4,0738,3.02.1934,1934,1934,0,письмо,автограф
1754,4,0742,29.11.1931 - 16.08.1935,1931,1935,0,письма,"автограф, машинопись"
1755,4,0743,1904 - 1935,1904,1935,0,конверты,Языки: русский
1756,4,0744,23.06.1934,1934,1934,0,письмо,автограф
1757,4,0745,28.06.1934 - 1.07.1934,1934,1934,0,письма,"автограф, машинопись"
1758,4,0746,21.06.1934,1934,1934,0,письмо,автограф
1759,4,0747,25.06.1934,1934,1934,0,письмо,автограф
1760,4,0748,23.06.1934,1934,1934,0,письмо,автограф
1761,4,0749,27.06.1934,1934,1934,0,письмо,автограф
1762,4,0750,26.06.1934,1934,1934,0,письмо,автограф
1763,4,0751,21.06.1934,1934,1934,0,письмо,автограф
1764,4,0752,24.06.1934,1934,1934,0,письмо,автограф
1765,4,0753,25.06.1934,1934,1934,0,письмо,автограф
1766,4,0754,21.06.1934,1934,1934,0,письмо,автограф
1767,4,0755,23.06.1934,1934,1934,0,письмо,автограф
1768,4,0756,27.06.1934,1934,1934,0,письмо,автограф
1769,4,0757,23.07.1934,1934,1934,0,письмо,автограф
1770,4,0758,23.06.1934,1934,1934,0,письмо,автограф
1771,4,0759,25.06.1934,1934,1934,0,письмо,автограф
1772,4,0760,28.06.1934,1934,1934,0,письмо,автограф
1773,4,0761,16.06.1934,1934,1934,0,письмо,автограф
1774,4,0762,27.06.1934,1934,1934,0,письмо,автограф
1775,4,0763,21.06.1934,1934,1934,0,письмо,машинопись
1776,4,0764,9.06.1934,1934,1934,0,письмо,машинопись
1777,4,0765,25.06.1934,1934,1934,0,письмо,автограф
1778,4,0766,26.06.1934,1934,1934,0,письмо,автограф
1779,4,0767,22.06.1934,1934,1934,0,письмо,автограф
1780,4,0768,23.06.1934,1934,1934,0,письмо,автограф
1781,4,0769,23.06.1934,1934,1934,0,письмо,автограф
1782,4,0770,30.06.1934,1934,1934,0,письмо,автограф
1783,4,0772,23.06.1934,1934,1934,0,письмо,машинопись
1784,4,0773,24.06.1934,1934,1934,0,письмо,автограф
1785,4,0774,27.06.1934,1934,1934,0,письмо,автограф
1786,4,0775,22.06.1934,1934,1934,0,письмо,автограф
1787,4,0776,4.07.1934,1934,1934,0,письмо,автограф
1788,4,0777,23.06.1934,1934,1934,0,письмо,автограф
1789,4,0778,22.06.1934,1934,1934,0,письмо,автограф
1790,4,0779,23.06.1934,1934,1934,0,письмо,автограф
1791,4,0780,24.06.1934,1934,1934,0,письмо,автограф
1792,4,0781,2.06.1934,1934,1934,0,письмо,автограф
1793,4,0782,27.06.1934,1934,1934,0,письмо,автограф
1794,4,0783,23.06.1934,1934,1934,0,письмо,автограф
1795,4,0784,28.06.1934,1934,1934,0,письмо,автограф
1796,4,0785,25.06.1934,1934,1934,0,письмо,автограф
1797,4,0786,22.06.1934,1934,1934,0,письмо,автограф
1798,4,0787,27.07.1934,1934,1934,0,письмо,автограф
1799,4,0788,7.07.1934,1934,1934,0,письмо,автограф
1800,4,0789,26.06.1934,1934,1934,0,письмо,автограф
1801,4,0790,23.06.1934,1934,1934,0,письмо,автограф
1802,4,0791,22.06.1934,1934,1934,0,письмо,автограф
1803,4,0792,24.06.1934,1934,1934,0,письмо,автограф
1804,4,0793,21.06.1934,1934,1934,0,письмо,машинопись
1805,4,0794,22.06.1934,1934,1934,0,письмо,автограф
1806,4,0795,25.06.1934,1934,1934,0,письмо,автограф
1807,4,0796,8.07.1934,1934,1934,0,письмо,автограф
1808,4,0797,21.06.1934,1934,1934,0,письмо,автограф
1809,4,0798,24.06.1934,1934,1934,0,письмо,автограф
1810,4,0799,1.07.1934,1934,1934,0,письмо,автограф
1811,4,0800,22.06.1934,1934,1934,0,письмо,автограф
1812,4,0801,24.06.1934,1934,1934,0,письмо,автограф
1813,4,0802,24.06.1934,1934,1934,0,письмо,автограф
1814,4,0803,22.06.1934,1934,1934,0,письмо,автограф
1815,4,0804,21.06.1934,1934,1934,0,письмо,автограф
1816,4,0805,3.07.1934,1934,1934,0,письмо,автограф
1817,4,0805a,23.06.1934,1934,1934,0,письмо,автограф
1818,4,0806,21.06.1934,1934,1934,0,письмо,машинопись
1819,4,0807,22.06.1934,1934,1934,0,письмо,автограф
1820,4,0808,22.06.1934 - 13.07.1934,1934,1934,0,письма,автограф
1821,4,0809,23.06.1934,1934,1934,0,письмо,автограф
1822,4,0810,21.06.1934,1934,1934,0,письмо,автограф
1823,4,0811,25.06.1934,1934,1934,0,письмо,автограф
1824,4,0812,23.06.1934,1934,1934,0,письмо,автограф
1825,4,0813,20.07.1934,1934,1934,0,письмо,автограф
1826,4,0814,22.06.1934,1934,1934,0,письмо,автограф
1827,4,0815,24.06.1934,1934,1934,0,письмо,автограф
1828,4,0816,28.06.1934,1934,1934,0,письмо,автограф
1829,4,0817,24.06.1934,1934,1934,0,письмо,автограф
1830,4,0818,23.06.1934,1934,1934,0,письмо,автограф
1831,4,0819,21.06.1934,1934,1934,0,письмо,автограф
1832,4,0820,22.06.1934,1934,1934,0,письмо,автограф
1833,4,0821,22.06.1934,1934,1934,0,письмо,автограф
1834,4,0822,24.06.1934,1934,1934,0,письмо,автограф
1835,4,0823,28.06.1934,1934,1934,0,письмо,автограф
1836,4,0824,21.06.1934,1934,1934,0,письмо,автограф
1837,4,0825,25.06.1934,1934,1934,0,письмо,автограф
1838,4,0826,23.06.1934,1934,1934,0,письмо,автограф
1839,4,0827,29.06.1934,1934,1934,0,письмо,автограф
1840,4,0828,5.07.1934,1934,1934,0,письмо,автограф
1841,4,0829,26.06.1934,1934,1934,0,письмо,автограф
1842,4,0830,24.06.1934,1934,1934,0,письмо,автограф
1843,4,0831,21.06.1934,1934,1934,0,письмо,автограф
1844,4,0832,23.06.1934,1934,1934,0,письмо,автограф
1845,4,0833,25.06.1934,1934,1934,0,письмо,автограф
1846,4,0834,25.06.1934,1934,1934,0,письмо,автограф
1847,4,0835,24.06.1934,1934,1934,0,письмо,автограф
1848,4,0836,23.06.1934,1934,1934,0,письмо,автограф
1849,4,0837,30.06.1934,1934,1934,0,письмо,автограф
1850,4,0838,21.06.1934,1934,1934,0,письмо,автограф
1851,4,0839,24.06.1934,1934,1934,0,письмо,автограф
1852,4,0840,22.06.1934,1934,1934,0,письмо,автограф
1853,4,0840a,12.07.1934 - 28.07.1934,1934,1934,0,письма,автограф
1854,4,0841,21.06.1934,1934,1934,0,письмо,автограф
1855,4,0842,22.06.1934,1934,1934,0,письмо,автограф
1856,4,0843,23.06.1934,1934,1934,0,письмо,автограф
1857,4,0844,21.06.1934,1934,1934,0,письмо,автограф
1858,4,0845,23.06.1934,1934,1934,0,письмо,автограф
1859,4,0846,27.06.1934,1934,1934,0,письмо,автограф
1860,4,0847,21.06.1934,1934,1934,0,письмо,автограф
1861,4,0848,25.06.1934,1934,1934,0,письмо,автограф
1862,4,0849,27.06.1934,1934,1934,0,письмо,автограф
1863,4,0850,24.06.1934,1934,1934,0,письмо,автограф
1864,4,0851,21.06.1934,1934,1934,0,письмо,автограф
1865,4,0852,26.06.1934,1934,1934,0,письмо,автограф
1866,4,0853,1.07.1934,1934,1934,0,письмо,автограф
1867,4,0853a,25.06.1934 - 18.06.1934,1934,1934,0,письма,автограф
1868,4,0854,6.07.1934,1934,1934,0,письмо,автограф
1869,4,0855,21.06.1934,1934,1934,0,письмо,автограф
1870,4,0856,23.06.1934,1934,1934,0,письмо,автограф
1871,4,0857,22.06.1934,1934,1934,0,письмо,автограф
1872,4,0858,27.06.1934,1934,1934,0,письмо,автограф
1873,4,0859,26.06.1934,1934,1934,0,письмо,автограф
1874,4,0859a,21.06.1934 - 14.07.1934,1934,1934,0,письма,автограф
1875,4,0860,24.06.1934,1934,1934,0,письмо,автограф
1876,4,0861,27.06.1934,1934,1934,0,письмо,автограф
1877,4,0862,21.06.1934,1934,1934,0,письмо,автограф
1878,4,0863,22.06.1934,1934,1934,0,письмо,автограф
1879,4,0864,22.06.1934,1934,1934,0,письмо,автограф
1880,4,0865,22.06.1934,1934,1934,0,письмо,автограф
1881,4,0866,21.06.1934,1934,1934,0,письмо,автограф
1882,4,0867,25.06.1934,1934,1934,0,письмо,автограф
1883,4,0868,26.06.1934,1934,1934,0,письмо,автограф
1884,4,0869,22.06.1934,1934,1934,0,письмо,автограф
1885,4,0870,22.06.1934,1934,1934,0,письмо,автограф
1886,4,0871,26.06.1934,1934,1934,0,письмо,автограф
1887,4,0872,24.06.1934,1934,1934,0,письмо,автограф
1888,4,0873,14.07.1934,1934,1934,0,письмо,автограф
1889,4,0873a,24.07.1934 - 10.08.1934,1934,1934,0,письма,автограф
1890,4,0874,26.06.1934,1934,1934,0,письмо,автограф
1891,4,0875,25.06.1934,1934,1934,0,письмо,автограф
1892,4,0876,июнь 1934,1934,1934,0,письмо,автограф
1893,4,0877,1.07.1934,1934,1934,0,письмо,автограф
1894,4,0878,1.07.1934,1934,1934,0,письмо,автограф
1895,4,0879,26.06.1934,1934,1934,0,письмо,автограф
1896,4,0880,23.06.1934,1934,1934,0,письмо,автограф
1897,4,0881,26.06.1934,1934,1934,0,письмо,автограф
1898,4,0882,23.06.1934,1934,1934,0,письмо,автограф
1899,4,0883,22.06.1934,1934,1934,0,письмо,автограф
1900,4,0884,24.06.1934,1934,1934,0,письмо,автограф
1901,4,0885,24.06.1934,1934,1934,0,письмо,автограф
1902,4,0886,22.06.1934 - 28.06.1934,1934,1934,0,письмо,автограф
1903,4,0887,23.06.1934,1934,1934,0,письмо,автограф
1904,4,0888,26.06.1934,1934,1934,0,письмо,автограф
1905,4,0889,23.06.1934,1934,1934,0,письмо,автограф
1906,4,0890,27.06.1934,1934,1934,0,письмо,автограф
1907,4,0891,30.06.1934 - 20.07.1934,1934,1934,0,письма,автограф
1908,4,0892,23.06.1934,1934,1934,0,письмо,автограф
1909,4,0893,25.06.1934,1934,1934,0,письмо,автограф
1910,4,0894,1934,1934,1934,0,письмо,автограф
1911,4,0895,23.06.1934,1934,1934,0,письмо,автограф
1912,4,0896,26.06.1934,1934,1934,0,письмо,автограф
1913,4,0897,23.06.1934,1934,1934,0,письмо,автограф
1914,4,0898,22.06.1934,1934,1934,0,письмо,автограф
1915,4,0899,23.06.1934,1934,1934,0,письмо,автограф
1916,4,0900,21.06.1934,1934,1934,0,письмо,автограф
1917,4,0901,24.06.1934,1934,1934,0,письмо,автограф
1918,4,0902,24.06.1934,1934,1934,0,письмо,автограф
1919,4,0903,25.06.1934,1934,1934,0,письмо,автограф
1920,4,0904,22.06.1934,1934,1934,0,письмо,автограф
1921,4,0905,26.06.1934,1934,1934,0,письмо,автограф
1922,4,0906,21.06.1934,1934,1934,0,письмо,автограф
1923,4,0907,22.06.1934,1934,1934,0,письмо,автограф
1924,4,0908,22.06.1934,1934,1934,0,письмо,автограф
1925,4,0909,24.06.1934,1934,1934,0,письмо,автограф
1926,4,0910,22.06.1934,1934,1934,0,письмо,автограф
1927,4,0911,22.06.1934,1934,1934,0,письмо,автограф
1928,4,0912,27.06.1934,1934,1934,0,письмо,автограф
1929,4,0913,21.06.1934,1934,1934,0,письмо,автограф
1930,4,0914,25.06.1934,1934,1934,0,письмо,автограф
1931,4,0915,28.06.1934,1934,1934,0,письмо,автограф
1932,4,0916,13.07.1934,1934,1934,0,письмо,автограф
1933,4,0917,23.06.1934,1934,1934,0,письмо,автограф
1934,4,0918,21.06.1934,1934,1934,0,письмо,автограф
1935,4,0919,25.06.1934,1934,1934,0,письмо,автограф
1936,4,0920,26.06.1934,1934,1934,0,письмо,автограф
1937,4,0921,21.06.1934,1934,1934,0,письмо,автограф
1938,4,0922,25.06.1934,1934,1934,0,письмо,автограф
1939,4,0923,22.06.1934,1934,1934,0,письмо,автограф
1940,4,0924,23.06.1934,1934,1934,0,письмо,автограф
1941,4,0925,22.06.1934,1934,1934,0,письмо,автограф
1942,4,0926,22.06.1934,1934,1934,0,письмо,автограф
1943,4,0927,22.06.1934 - 26.07.1934,1934,1934,0,письмо,автограф
1944,4,0928,4.07.1934,1934,1934,0,письмо,автограф
1945,4,0929,25.06.1934,1934,1934,0,письмо,автограф
1946,4,0930,26.06.1934,1934,1934,0,письмо,автограф
1947,4,0931,26.06.1934,1934,1934,0,письмо,автограф
1948,4,0932,22.06.1934,1934,1934,0,письмо,автограф
1949,4,0933,25.06.1934,1934,1934,0,письмо,автограф
1950,4,0934,25.06.1934,1934,1934,0,письмо,автограф
1951,4,0935,27.06.1934,1934,1934,0,письмо,автограф
1952,4,0936,23.06.1934,1934,1934,0,письмо,автограф
1953,4,0937,4.07.1934,1934,1934,0,письмо,автограф
1954,4,0938,28.06.1934,1934,1934,0,письмо,автограф
1955,4,0939,1934,1934,1934,0,письмо,автограф
1956,4,0940,23.06.1934,1934,1934,0,письмо,автограф
1957,4,0941,25.06.1934 - 27.06.1934,1934,1934,0,письма,автограф
1958,4,0942,22.06.1934,1934,1934,0,письмо,автограф
1959,4,0943,25.06.1934,1934,1934,0,письмо,автограф
1960,4,0944,22.06.1934,1934,1934,0,письмо,автограф
1961,4,0945,23.06.1934,1934,1934,0,письмо,автограф
1962,4,0946,24.06.1934,1934,1934,0,письмо,автограф
1963,4,0947,25.06.1934,1934,1934,0,письмо,автограф
1964,4,0948,25.06.1934,1934,1934,0,письмо,автограф
1965,4,0949,27.06.1934,1934,1934,0,письмо,автограф
1966,4,0950,22.06.1934,1934,1934,0,письмо,автограф
1967,4,0951,16.07.1934,1934,1934,0,письмо,автограф
1968,4,0952,21.06.1934,1934,1934,0,письмо,автограф
1969,4,0953,22.06.1934,1934,1934,0,письмо,автограф
1970,4,0954,23.06.1934,1934,1934,0,письмо,автограф
1971,4,0955,23.06.1934,1934,1934,0,письмо,автограф
1972,4,0956,23.06.1934,1934,1934,0,письмо,автограф
1973,4,0956a,22.06.1934,1934,1934,0,письмо,автограф
1974,4,0957,25.06.1934,1934,1934,0,письмо,автограф
1975,4,0958,15.09.1935,1935,1935,0,письмо,автограф
1976,4,0958a,20.12.1961,1961,1961,0,письмо,автограф
1977,4,0958б,8.02.1967,1967,1967,0,письмо,автограф
1978,4,0959,16.09.1935,1935,1935,0,письмо,автограф
1979,4,0959a,1.05.1931,1931,1931,0,письмо,автограф
1980,4,0960,15 февраля,,,0,письмо,автограф
1981,4,0961,6.12.1939,1939,1939,0,письмо,автограф
1982,4,0961a,30.11.1964,1964,1964,0,письмо,автограф
1983,4,0962,14.12.1939 - 19.02.1941,1939,1941,0,письма,машинопись
1984,4,0963,8.07.1935,1935,1935,0,письмо,автограф
1985,4,0964,б/д,,,0,письмо,автограф
1986,4,0965,5.05.1928,1928,1928,0,письмо,автограф
1987,4,0965a,13.12.1964 - 28.11.1968,1964,1968,0,письмо,машинопись
1988,4,0965б,13.11.1955 - 20.04.1963,1955,1963,0,письмо,"автограф, машинопись"
1989,4,0965в,10.12.1920,1920,1920,0,письмо,автограф
1990,4,0965г,2.05.1940 - 26.08.1942,1940,1942,0,письма,автограф
1991,4,0966,2.06.1940 - 26.08.1942,1940,1942,0,письма,автограф
1992,4,0966а,26.06.[1933] - 4.12.[1933],1933,1933,1,письма,автограф
1993,4,0967,,,,0,письмо,автограф
1994,4,0968,2.09.1932,1932,1932,0,письмо,автограф
1995,4,0969,24.01.1938,1938,1938,0,письмо,автограф
1996,4,0969а,18.11.1958 - 11.12.1958,1958,1958,0,письма,автограф
1997,4,0970,12.08.1940,1940,1940,0,письмо,автограф
1998,4,0970а,19.02.1969,1969,1969,0,письмо,машинопись
1999,4,0971,23.09.1931 - 3.05.1933,1931,1933,0,письма,автограф
2000,4,0972,б/д,,,0,письмо,машинопись
2001,4,0973,19.02.1933 - 29.09.1933,1933,1933,0,письма,автограф
2002,4,0974,15.10.1932 - 29.01.1934,1932,1934,0,письма,"автограф, машинопись"
2003,4,0975,8.03.1933,1933,1933,0,письмо,автограф
2004,4,0975а,б/д,,,0,письмо,машинопись
2005,4,0975б,22.04.1966,1966,1966,0,письмо,машинопись
2006,4,0975в,11.02.1966 - 5.11.1971,1966,1971,0,письма,"автограф, машинопись"
2007,4,0975г,3.09.1966,1966,1966,0,письмо,машинопись
2008,4,0976,[15.10.1932] - 18.11.1933,1932,1933,1,"письма, телеграммы",автограф
2009,4,0976а,16.01.1971,1971,1971,0,письмо,машинопись
2010,4,0976б,22.04.1966,1966,1966,0,письмо,машинопись
2011,4,0976в,31.12.1960,1960,1960,0,письмо,автограф
2012,4,0977,3.12.1926,1926,1926,0,письмо,автограф
2013,4,0978,22.02.1936 - 7.04.1956,1936,1956,0,письма,автограф
2015,4,0979а,25.03.1952,1952,1952,0,письмо,автограф
2016,4,0979б,7.05.1962,1962,1962,0,письмо,автограф
2017,4,0979в,2.09.1937 - 26.03.1939,1937,1939,0,письма,автограф
2018,4,0980,22.10.1932,1932,1932,0,письмо,автограф
2019,4,0980а,1940,1940,1940,0,письмо,автограф
2020,4,0981,28.03.1932,1932,1932,0,письмо,автограф
2021,4,0982,1.06.1934,1934,1934,0,письмо,автограф
2022,4,0983,5.11.1939,1939,1939,0,письмо,автограф
2023,4,0984,1890 - 1971,1890,1971,0,письма,"автограф, машинопись"
2024,4,0985,22.08.1934,1934,1934,0,письмо,автограф
